Unnamed: 0,User_Id,Movie_Name,Rating,Genre
0,1,Pulp Fiction (1994),5.0,Comedy
1,1,Three Colors: Red (Trois couleurs: Rouge) (1994),3.5,Drama
2,1,Three Colors: Blue (Trois couleurs: Bleu) (1993),5.0,Drama
3,1,Underground (1995),5.0,Comedy
4,1,Singin' in the Rain (1952),3.5,Comedy
5,1,Dirty Dancing (1987),4.0,Drama
6,1,Delicatessen (1991),3.5,Comedy
7,1,Ran (1985),3.5,Drama
8,1,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",5.0,Drama
9,1,"Bridge on the River Kwai, The (1957)",4.0,Adventure
10,1,M (1931),3.5,Crime
11,1,Gattaca (1997),4.0,Drama
12,1,Back to the Future Part II (1989),2.5,Adventure
13,1,Back to the Future Part III (1990),2.5,Adventure
14,1,Fanny and Alexander (Fanny och Alexander) (1982),2.5,Drama
15,1,"NeverEnding Story, The (1984)",3.5,Adventure
16,1,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.5,Drama
17,1,Tango (1998),4.0,Drama
18,1,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",5.0,Adventure
19,1,Run Lola Run (Lola rennt) (1998),5.0,Action
20,1,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.5,Comedy
21,1,"Good Morning, Vietnam (1987)",4.0,Comedy
22,1,"Idiots, The (Idioterne) (1998)",5.0,Comedy
23,1,Requiem for a Dream (2000),5.0,Drama
24,1,In the Mood For Love (Fa yeung nin wa) (2000),5.0,Drama
25,1,Moulin Rouge (2001),3.0,Drama
26,1,"Night, The (Notte, La) (1960)",5.0,Drama
27,1,Cries and Whispers (Viskningar och rop) (1972),3.0,Drama
28,1,Chocolat (1988),4.0,Drama
29,1,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.5,Comedy
30,1,Wild Strawberries (Smultronstället) (1957),4.0,Drama
31,1,"Piano Teacher, The (La pianiste) (2001)",0.5,Drama
32,1,Naqoyqatsi (2002),2.0,Documentary
33,1,Teddy Bear (Mis) (1981),5.0,Comedy
34,1,Talk to Her (Hable con Ella) (2002),4.0,Drama
35,1,Hit the Bank (Vabank) (1981),3.0,Comedy
36,1,"Lord of the Rings: The Two Towers, The (2002)",4.0,Adventure
37,1,City of God (Cidade de Deus) (2002),5.0,Action
38,1,"Spanish Apartment, The (L'auberge espagnole) (2002)",4.5,Comedy
39,1,Finding Nemo (2003),4.0,Adventure
40,1,Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.5,Action
41,1,Lost in Translation (2003),5.0,Comedy
42,1,"Barbarian Invasions, The (Les invasions barbares) (2003)",3.5,Comedy
43,1,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",4.0,Comedy
44,1,"Strada, La (1954)",4.5,Drama
45,1,"Passion of the Christ, The (2004)",2.0,Drama
46,1,"Good bye, Lenin! (2003)",3.5,Comedy
47,1,Persona (1966),3.5,Drama
48,1,Eternal Sunshine of the Spotless Mind (2004),5.0,Drama
49,1,Noi the Albino (Nói albinói) (2003),4.0,Drama
50,1,"Virgin Spring, The (Jungfrukällan) (1960)",2.5,Crime
51,1,"Silence, The (Tystnaden) (1963)",3.0,Drama
52,1,Winter Light (Nattvardsgästerna) (1963),2.5,Drama
53,1,Through a Glass Darkly (Såsom i en spegel) (1961),2.5,Drama
54,1,The Magician (1958),4.5,Drama
55,1,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",3.5,Drama
56,1,"Dolce Vita, La (1960)",5.0,Drama
57,1,Dolls (2002),5.0,Drama
58,1,Shrek 2 (2004),4.0,Adventure
59,1,Hour of the Wolf (Vargtimmen) (1968),3.5,Drama
60,1,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",1.0,Comedy
61,1,Swann in Love (Un amour de Swann) (1984),3.5,Drama
62,1,Port of Shadows (Quai des brumes) (1938),4.0,Drama
63,1,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",3.0,Adventure
64,1,Bad Education (La mala educación) (2004),4.0,Drama
65,1,Taxi 2 (2000),3.0,Action
66,1,2046 (2004),4.5,Drama
67,1,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",3.0,Drama
68,1,5x2 (2004),3.5,Drama
69,1,Look at Me (Comme une image) (2004),5.0,Comedy
70,2,Toy Story (1995),3.5,Adventure
71,2,Mr. Holland's Opus (1995),0.5,Drama
72,2,Braveheart (1995),5.0,Action
73,2,Apollo 13 (1995),4.0,Adventure
74,2,Rob Roy (1995),4.5,Action
75,2,French Kiss (1995),4.0,Action
76,2,Star Wars: Episode IV - A New Hope (1977),5.0,Action
77,2,Little Women (1994),0.5,Drama
78,2,Legends of the Fall (1994),1.0,Drama
79,2,"Shawshank Redemption, The (1994)",5.0,Crime
80,2,Tommy Boy (1995),5.0,Comedy
81,2,Clear and Present Danger (1994),4.5,Action
82,2,Forrest Gump (1994),4.5,Comedy
83,2,"Lion King, The (1994)",4.5,Adventure
84,2,True Lies (1994),1.0,Action
85,2,"Fugitive, The (1993)",5.0,Thriller
86,2,Jurassic Park (1993),2.0,Action
87,2,Much Ado About Nothing (1993),4.0,Comedy
88,2,Rudy (1993),3.5,Drama
89,2,Schindler's List (1993),5.0,Drama
90,2,Shadowlands (1993),4.5,Drama
91,2,Tombstone (1993),2.0,Action
92,2,Aladdin (1992),2.0,Adventure
93,2,Terminator 2: Judgment Day (1991),4.0,Action
94,2,Dragonheart (1996),3.0,Action
95,2,"Rock, The (1996)",4.5,Action
96,2,"Godfather, The (1972)",3.5,Crime
97,2,My Fair Lady (1964),4.0,Comedy
98,2,It's a Wonderful Life (1946),4.5,Children
99,2,"Sound of Music, The (1965)",1.0,Musical
100,2,Monty Python's Life of Brian (1979),1.0,Comedy
101,2,Monty Python and the Holy Grail (1975),5.0,Adventure
102,2,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,Action
103,2,"Princess Bride, The (1987)",5.0,Action
104,2,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0,Action
105,2,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",2.5,Action
106,2,Star Wars: Episode VI - Return of the Jedi (1983),5.0,Action
107,2,Dead Poets Society (1989),4.0,Drama
108,2,Better Off Dead... (1985),5.0,Comedy
109,2,Back to the Future (1985),4.0,Adventure
110,2,Fried Green Tomatoes (1991),1.5,Comedy
111,2,Highlander (1986),4.5,Action
112,2,High Noon (1952),4.0,Drama
113,2,Ben-Hur (1959),5.0,Action
114,2,Indiana Jones and the Last Crusade (1989),5.0,Action
115,2,Gandhi (1982),5.0,Drama
116,2,"Killing Fields, The (1984)",1.0,Drama
117,2,Field of Dreams (1989),3.0,Children
118,2,Star Trek: First Contact (1996),5.0,Action
119,2,Star Trek II: The Wrath of Khan (1982),4.5,Action
120,2,Star Trek IV: The Voyage Home (1986),5.0,Adventure
121,2,Jerry Maguire (1996),4.0,Drama
122,2,Beverly Hills Ninja (1997),3.0,Action
123,2,Rosewood (1997),3.0,Action
124,2,Liar Liar (1997),3.0,Comedy
125,2,"Devil's Own, The (1997)",5.0,Action
126,2,"Fifth Element, The (1997)",3.0,Action
127,2,Men in Black (a.k.a. MIB) (1997),4.5,Action
128,2,Contact (1997),5.0,Drama
129,2,Conan the Barbarian (1982),1.0,Action
130,2,"Hunt for Red October, The (1990)",5.0,Action
131,2,Gattaca (1997),4.5,Drama
132,2,"Rainmaker, The (1997)",4.5,Drama
133,2,Witness (1985),4.0,Drama
134,2,"Truman Show, The (1998)",4.5,Comedy
135,2,Amistad (1997),4.0,Drama
136,2,Tomorrow Never Dies (1997),0.5,Action
137,2,"Misérables, Les (1998)",4.0,Crime
138,2,Mulan (1998),4.0,Adventure
139,2,There's Something About Mary (1998),0.5,Comedy
140,2,Chariots of Fire (1981),3.5,Drama
141,2,"Breakfast Club, The (1985)",1.0,Comedy
142,2,Saving Private Ryan (1998),4.0,Action
143,2,"Little Mermaid, The (1989)",1.5,Animation
144,2,"Muppet Christmas Carol, The (1992)",4.5,Children
145,2,Indiana Jones and the Temple of Doom (1984),3.5,Action
146,2,Watership Down (1978),4.5,Adventure
147,2,"Secret of NIMH, The (1982)",4.0,Adventure
148,2,"Gods Must Be Crazy, The (1980)",5.0,Adventure
149,2,"Untouchables, The (1987)",5.0,Action
150,2,"Few Good Men, A (1992)",4.5,Crime
151,2,Rush Hour (1998),2.0,Action
152,2,Antz (1998),4.5,Adventure
153,2,Life Is Beautiful (La Vita è bella) (1997),1.5,Comedy
154,2,"Bug's Life, A (1998)",4.5,Adventure
155,2,Waking Ned Devine (a.k.a. Waking Ned) (1998),5.0,Comedy
156,2,Romancing the Stone (1984),2.5,Action
157,2,Crocodile Dundee (1986),5.0,Adventure
158,2,Blast from the Past (1999),4.0,Comedy
159,2,October Sky (1999),4.5,Drama
160,2,"Matrix, The (1999)",5.0,Action
161,2,"Mummy, The (1999)",4.0,Action
162,2,Superman (1978),5.0,Action
163,2,Superman IV: The Quest for Peace (1987),0.5,Action
164,2,Big Daddy (1999),4.0,Comedy
165,2,Inspector Gadget (1999),0.5,Action
166,2,"Mission, The (1986)",5.0,Drama
167,2,"Iron Giant, The (1999)",0.5,Adventure
168,2,"Sixth Sense, The (1999)",4.0,Drama
169,2,Big (1988),1.0,Comedy
170,2,Ferris Bueller's Day Off (1986),4.5,Comedy
171,2,Who Framed Roger Rabbit? (1988),0.5,Adventure
172,2,"Natural, The (1984)",3.0,Drama
173,2,Awakenings (1990),4.0,Drama
174,2,Backdraft (1991),3.0,Action
175,2,Toy Story 2 (1999),4.5,Adventure
176,2,"Cider House Rules, The (1999)",2.0,Drama
177,2,Galaxy Quest (1999),3.5,Adventure
178,2,Hoosiers (a.k.a. Best Shot) (1986),5.0,Drama
179,2,"Muppet Movie, The (1979)",4.5,Adventure
180,2,Ladyhawke (1985),2.0,Adventure
181,2,Frequency (2000),4.0,Drama
182,2,Gladiator (2000),5.0,Action
183,2,X-Men (2000),5.0,Action
184,2,Highlander: Endgame (Highlander IV) (2000),2.5,Action
185,2,Remember the Titans (2000),3.0,Drama
186,2,Meet the Parents (2000),3.0,Comedy
187,2,Unbreakable (2000),3.0,Drama
188,2,"Emperor's New Groove, The (2000)",5.0,Adventure
189,2,Finding Forrester (2000),3.5,Drama
190,2,Cast Away (2000),5.0,Drama
191,2,"Family Man, The (2000)",3.0,Comedy
192,2,Empire of the Sun (1987),4.5,Action
193,2,"Knight's Tale, A (2001)",4.5,Action
194,2,Shrek (2001),4.5,Adventure
195,2,"Man from Snowy River, The (1982)",3.0,Drama
196,2,Bill & Ted's Excellent Adventure (1989),1.5,Adventure
197,2,"Others, The (2001)",4.0,Drama
198,2,Fiddler on the Roof (1971),1.0,Drama
199,2,K-PAX (2001),4.5,Drama
200,2,"Monsters, Inc. (2001)",5.0,Adventure
201,2,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),5.0,Adventure
202,2,Ocean's Eleven (2001),4.0,Crime
203,2,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,Adventure
204,2,"Beautiful Mind, A (2001)",5.0,Drama
205,2,Black Hawk Down (2001),2.0,Action
206,2,"Sandlot, The (1993)",5.0,Children
207,2,Spider-Man (2002),5.0,Action
208,2,"Bourne Identity, The (2002)",5.0,Action
209,2,Minority Report (2002),3.5,Action
210,2,"Transporter, The (2002)",3.0,Action
211,2,Harry Potter and the Chamber of Secrets (2002),5.0,Adventure
212,2,"Lord of the Rings: The Two Towers, The (2002)",5.0,Adventure
213,2,Antwone Fisher (2002),4.0,Drama
214,2,Shanghai Knights (2003),2.0,Action
215,2,Daredevil (2003),3.5,Action
216,2,Tears of the Sun (2003),2.5,Action
217,2,Anger Management (2003),2.0,Comedy
218,2,"Other Side of Heaven, The (2001)",5.0,Adventure
219,2,X2: X-Men United (2003),5.0,Action
220,2,Pirates of the Caribbean: The Curse of the Black Pearl (2003),5.0,Action
221,2,Seabiscuit (2003),3.0,Drama
222,2,Secondhand Lions (2003),3.0,Children
223,2,Runaway Jury (2003),5.0,Drama
224,2,Master and Commander: The Far Side of the World (2003),4.0,Adventure
225,2,Kindergarten Cop (1990),2.0,Action
226,2,"Last Boy Scout, The (1991)",0.5,Action
227,2,"Court Jester, The (1956)",5.0,Adventure
228,2,Hero (Ying xiong) (2002),2.0,Action
229,2,"Last Samurai, The (2003)",5.0,Action
230,2,"Lord of the Rings: The Return of the King, The (2003)",5.0,Action
231,2,Cold Mountain (2003),0.5,Drama
232,2,"Ten Commandments, The (1956)",4.0,Adventure
233,2,School Ties (1992),3.5,Drama
234,2,"Power of One, The (1992)",5.0,Drama
235,2,Shrek 2 (2004),4.0,Adventure
236,2,Harry Potter and the Prisoner of Azkaban (2004),5.0,Adventure
237,2,Spider-Man 2 (2004),5.0,Action
238,2,"Bourne Supremacy, The (2004)",4.0,Action
239,2,Ray (2004),2.5,Drama
240,2,"Incredibles, The (2004)",4.5,Action
241,2,Finding Neverland (2004),5.0,Drama
242,2,"Interpreter, The (2005)",4.5,Drama
243,2,Hotel Rwanda (2004),5.0,Drama
244,2,"Love Song for Bobby Long, A (2004)",0.5,Drama
245,2,"Three Musketeers, The (1973)",3.5,Action
246,2,Crash (2004),0.5,Crime
247,2,Star Wars: Episode III - Revenge of the Sith (2005),4.5,Action
248,2,Cinderella Man (2005),5.0,Drama
249,2,Batman Begins (2005),5.0,Action
250,2,Wedding Crashers (2005),0.5,Comedy
251,2,"40-Year-Old Virgin, The (2005)",0.5,Comedy
252,2,Proof (2005),3.5,Drama
253,2,Harry Potter and the Goblet of Fire (2005),5.0,Adventure
254,3,Toy Story (1995),4.0,Adventure
255,3,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",4.5,Adventure
256,3,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.5,Mystery
257,3,"Usual Suspects, The (1995)",5.0,Crime
258,3,Taxi Driver (1976),4.0,Crime
259,3,Johnny Mnemonic (1995),4.0,Action
260,3,Judge Dredd (1995),3.0,Action
261,3,Before the Rain (Pred dozhdot) (1994),5.0,Drama
262,3,Star Wars: Episode IV - A New Hope (1977),4.0,Action
263,3,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),5.0,Action
264,3,Pulp Fiction (1994),5.0,Comedy
265,3,"Shawshank Redemption, The (1994)",4.0,Crime
266,3,Forrest Gump (1994),4.0,Comedy
